,name,rating,reviews,company_type,Head_Quarters,Company_Age,No_of_Employee
5742,Baazar Style Ret...,4.3,(73 Reviews),Private,Howrah + 14 more,9 years old,201-500 Employees (India)
5743,Avvashya Cci Log...,4.1,(73 Reviews),Mumbai + 18 more,7 years old,1k-5k Employees (India),
5744,S V S Projects I...,4.0,(73 Reviews),Private,Hyderabad + 4 more,31 years old,11-50 Employees (India)
5745,EMDAD LLC,4.5,(73 Reviews),Private,Abu Dhabi + 3 more,43 years old,501-1k Employees (Global)
5746,Hcl Foundation,4.1,(73 Reviews),Private,Noida + 3 more,46 years old,11-50 Employees (India)
5747,SBI Payment Serv...,4.0,(73 Reviews),"Mumbai,Maharashtra + 36 more",12 years old,1k-5k Employees (Global),
5748,WPIL,3.5,(73 Reviews),Public,"Kolkata,West Bengal + 10 more",70 years old,201-500 Employees (India)
5749,Stemmons Busines...,3.9,(73 Reviews),"Vadodara/Baroda,Gujarat",11 years old,201-500 Employees (India),
5750,Pratham Motors,3.8,(73 Reviews),Bangalore + 2 more,20 years old,201-500 Employees (India),
5751,Chevrolet,4.4,(73 Reviews),Private,"Detroit,Michigan + 35 more",111 years old,201-500 Employees (India)
5752,Hubtown,2.9,(73 Reviews),Public,"Mumbai,Maharashtra + 6 more",33 years old,1k-5k Employees (India)
5753,Voltech Hr Servi...,4.1,(73 Reviews),"Chennai,Tamil Nadu + 23 more",8 years old,51-200 Employees (India),
5754,DGS Technical Se...,3.6,(73 Reviews),Private,"Elgin,Illinois + 7 more",18 years old,1k-5k Employees (Global)
5755,PSRI Hospital,4.1,(73 Reviews),Private,"Delhi/NCR,Delhi + 1 more",26 years old,501-1k Employees (Global)
5756,Cholamandalam MS...,3.6,(73 Reviews),Chennai + 11 more,28 years old,201-500 Employees (India),
5757,Dantal Hydraulic...,4.4,(73 Reviews),"Gurgaon/Gurugram,Haryana + 5 more",32 years old,501-1k Employees (India),
5758,Bsr Infratech In...,4.3,(73 Reviews),Private,Bengaluru + 7 more,14 years old,1k-5k Employees (India)
5759,S V S Projects I...,4.0,(73 Reviews),Private,Hyderabad + 4 more,31 years old,11-50 Employees (India)
5760,Dangote Cement,4.4,(73 Reviews),Lagos + 6 more,41 years old,1k-5k Employees (Global),
5761,Metal man micro ...,3.9,(73 Reviews),Private,Rudrapur + 8 more,12 years old,1k-5k Employees (Global)
5762,American Oncolog...,3.7,(73 Reviews),Private,"Pittsburgh,Pennsylvania + 12 more",10 years old,1k-5k Employees (Global)
5763,Zicom Electronic...,3.4,(73 Reviews),Public,Mumbai + 11 more,28 years old,201-500 Employees (India)
5764,Hombale Construc...,4.5,(73 Reviews),Bangalore + 3 more,15 years old,51-200 Employees (India),
5765,Ronch Polymers,3.3,(73 Reviews),Mumbai + 4 more,27 years old,51-200 Employees (India),
5766,Veena world,4.2,(73 Reviews),"Mumbai,Maharashtra + 5 more",9 years old,501-1k Employees (Global),
5767,Pratham Motors,3.8,(73 Reviews),Bangalore + 2 more,20 years old,201-500 Employees (India),
5768,Dantal Hydraulic...,4.4,(73 Reviews),"Gurgaon/Gurugram,Haryana + 5 more",32 years old,501-1k Employees (India),
5769,Stelis Biopharma,3.5,(73 Reviews),Private,"Bangalore,Karnataka",9 years old,51-200 Employees (India)
5770,Soch Apparels,3.8,(73 Reviews),Private,Bengaluru + 16 more,17 years old,501-1k Employees (India)
5771,Strata Geosystem...,4.2,(73 Reviews),Private,Mumbai + 6 more,18 years old,201-500 Employees (India)
5772,Five Splash Info...,3.2,(73 Reviews),Udaipur + 10 more,51-200 Employees (India),,
5773,Sri Balaji Actio...,4.0,(73 Reviews),New Delhi,17 years old,201-500 Employees (India),
5774,Global Opportuni...,3.6,(73 Reviews),Private,"Delhi/NCR,Delhi + 13 more",21 years old,51-200 Employees (India)
5775,Euro School,4.2,(73 Reviews),Private,"Mumbai,Maharashtra + 11 more",21 years old,1k-5k Employees (Global)
5776,Metro Retail.PVT...,4.1,(73 Reviews),Private,Howrah + 20 more,13 years old,501-1k Employees (India)
5777,Hyatt Place,4.3,(73 Reviews),Private,Chicago + 11 more,65 years old,50k-1 Lakh Employees (Global)
5778,A.K.AUTOMATICS,3.7,(73 Reviews),Private,Hariyana + 2 more,53 years old,11-50 Employees (Global)
5779,EMDAD LLC,4.5,(73 Reviews),Private,Abu Dhabi + 3 more,43 years old,501-1k Employees (Global)
5780,SBI Payment Serv...,4.0,(73 Reviews),"Mumbai,Maharashtra + 36 more",12 years old,1k-5k Employees (Global),
5781,Arwade Infrastru...,3.6,(73 Reviews),Private,Pune + 7 more,13 years old,51-200 Employees (India)
5782,Baazar Style Ret...,4.3,(73 Reviews),Private,Howrah + 14 more,9 years old,201-500 Employees (India)
5783,Hcl Foundation,4.1,(73 Reviews),Private,Noida + 3 more,46 years old,11-50 Employees (India)
5784,AIG Hospital,4.3,(73 Reviews),Hyderabad,36 years old,201-500 Employees (India),
5785,Smiiel - A Unit ...,4.0,(73 Reviews),Noida + 3 more,27 years old,51-200 Employees (India),
5786,Newt Global Chen...,3.8,(73 Reviews),Private,"Irving,Texas + 5 more",18 years old,51-200 Employees (India)
5787,SequelOne,3.8,(73 Reviews),Private,"Gurgaon/Gurugram,Haryana + 13 more",8 years old,201-500 Employees (Global)
5788,Sulphur Mills,4.0,(73 Reviews),Public,"Mumbai,Maharashtra + 13 more",62 years old,501-1k Employees (India)
5789,Homeocare Intern...,3.7,(73 Reviews),Private,Hyderabad + 16 more,36 years old,11-50 Employees (India)
5790,Spi Cinemas,4.7,(73 Reviews),Private,"Chennai,Tamil Nadu + 9 more",31 years old,201-500 Employees (India)
5791,John Distillerie...,3.7,(73 Reviews),Private,Bangalore + 11 more,26 years old,1k-5k Employees (India)
5792,Saggezza,3.2,(73 Reviews),Private,"Chicago,Illinois + 6 more",17 years old,201-500 Employees (India)
5793,Trafigura,3.5,(72 Reviews),Private,Singapore,29 years old,51-200 Employees (India)
5794,Cogniter Technol...,4.1,(72 Reviews),Private,"Chandigarh,Haryana + 11 more",19 years old,51-200 Employees (Global)
5795,Executive Ship M...,4.0,(72 Reviews),Private,Singapore + 3 more,24 years old,1k-5k Employees (Global)
5796,Upwork,4.4,(72 Reviews),Public,"Santa Clara,California + 18 more",7 years old,501-1k Employees (India)
5797,Indus Health Plu...,3.4,(72 Reviews),Private,"Pune,Maharashtra + 12 more",22 years old,201-500 Employees (India)
5798,Finolex Plasson ...,4.1,(72 Reviews),Private,Pune + 26 more,30 years old,501-1k Employees (India)
5799,Contentra Techno...,2.3,(72 Reviews),Private,New Delhi + 2 more,18 years old,501-1k Employees (Global)
5800,Metro Shoes,4.3,(72 Reviews),Private,Mumbai + 18 more,75 years old,1k-5k Employees (Global)
5801,LS Cable,4.4,(72 Reviews),Public,Gyeonggi-do + 6 more,60 years old,51-200 Employees (India)
5802,Wellknown Polyes...,3.8,(72 Reviews),Public,"Mumbai,Maharashtra + 4 more",26 years old,1k-5k Employees (India)
5803,Zyoin,4.1,(72 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 4 more",17 years old,51-200 Employees (Global)
5804,Birla Century,3.9,(72 Reviews),Private,Mumbai + 9 more,125 years old,1k-5k Employees (Global)
5805,TSR Darashaw,2.8,(72 Reviews),Private,"Mumbai,Maharashtra + 7 more",21 years old,201-500 Employees (Global)
5806,UB Engineering,4.0,(72 Reviews),Public,Pune + 15 more,59 years old,1k-5k Employees (Global)
5807,Altos Global Ser...,4.2,(72 Reviews),Private,Irvine + 4 more,20 years old,51-200 Employees (India)
5808,Roto Power Engin...,3.8,(72 Reviews),Gurgaon/Gurugram + 9 more,1-10 Employees (India),,
5809,Trufedu Budgetar...,3.9,(72 Reviews),Bengaluru/Bangalore + 9 more,11-50 Employees (India),,
5810,H'Reck Engineers,3.8,(72 Reviews),Mumbai + 4 more,43 years old,1k-5k Employees (India),
5811,L&T Infrastructu...,4.2,(72 Reviews),Chennai + 26 more,201-500 Employees (India),,
5812,Frigerio Conserv...,4.3,(72 Reviews),Private,Mumbai + 9 more,157 years old,1k-5k Employees (Global)
5813,S.k Educations,4.1,(72 Reviews),Private,"Delhi/NCR,New Delhi + 10 more",23 years old,51-200 Employees (India)
5814,Srei Infrastruct...,4.1,(72 Reviews),Public,Kolkata + 24 more,37 years old,51-200 Employees (India)
5815,Weikfield Foods,3.9,(72 Reviews),Private,Pune + 19 more,66 years old,201-500 Employees (India)
5816,River Engineerin...,4.1,(72 Reviews),Private,"Greater Noida,Uttar Pradesh + 1 more",15 years old,51-200 Employees (India)
5817,Impulse,3.8,(72 Reviews),Private,Gurgaon + 10 more,40 years old,501-1k Employees (India)
5818,Lakshmi Life Sci...,3.2,(72 Reviews),Public,Coimbatore + 2 more,18 years old,201-500 Employees (India)
5819,Lubi Industries ...,4.0,(72 Reviews),Private,Ahmedabad + 15 more,57 years old,1k-5k Employees (India)
5820,Annora Pharma,3.9,(72 Reviews),Private,Sangareddy,6 years old,201-500 Employees (India)
5821,optum global sol...,4.3,(72 Reviews),Hyderabad/Secunderabad + 3 more,,,
5822,PG Electroplast,4.3,(72 Reviews),Public,Noida + 6 more,45 years old,501-1k Employees (India)
5823,Rajapushpa Prope...,4.1,(72 Reviews),"Hyderabad/Secunderabad,Telangana + 2 more",16 years old,201-500 Employees (India),
5824,Isc Projects,3.4,(72 Reviews),"Pune,Maharashtra + 9 more",55 years old,51-200 Employees (India),
5825,Technocraft Indu...,3.9,(72 Reviews),Public,"Mumbai,Maharashtra + 6 more",50 years old,1k-5k Employees (India)
5826,Tps Infrastructu...,3.6,(72 Reviews),Private,"Delhi/NCR,Delhi + 9 more",32 years old,201-500 Employees (India)
5827,Milltec Machiner...,3.9,(72 Reviews),Private,Bangalore + 8 more,34 years old,501-1k Employees (India)
5828,GS Engineering,4.6,(72 Reviews),Private,Houghton + 9 more,21 years old,5k-10k Employees (Global)
5829,Xanadu Realty,3.2,(72 Reviews),"Toronto,Ontario + 5 more",7 years old,201-500 Employees (India),
5830,EVOSYS,3.6,(72 Reviews),Private,"Ahmedabad,Gujarat + 3 more",16 years old,1k-5k Employees (Global)
5831,NaviSite,3.7,(72 Reviews),Private,Andover + 1 more,25 years old,201-500 Employees (India)
5832,Futurz Staffing ...,3.7,(72 Reviews),Mumbai + 22 more,17 years old,51-200 Employees (India),
5833,Ford Motor Credi...,4.4,(72 Reviews),Private,Dearborn + 9 more,63 years old,10k-50k Employees (India)
5834,Panoramic Group ...,3.1,(72 Reviews),Private,Mumbai + 14 more,25 years old,1k-5k Employees (Global)
5835,Breach Candy Hos...,4.1,(72 Reviews),Mumbai + 3 more,72 years old,201-500 Employees (India),
5836,HSBC Global Bank...,3.8,(72 Reviews),"Canary Wharf,London + 7 more",31 years old,10k-50k Employees (Global),
5837,Rajagiri Hospita...,4.5,(72 Reviews),Kochi + 2 more,8 years old,201-500 Employees (India),
5838,IMCO Engineering...,4.6,(72 Reviews),Ahmadi + 5 more,52 years old,51-200 Employees (India),
5839,Avon Beauty Prod...,3.8,(72 Reviews),Private,London + 14 more,136 years old,1k-5k Employees (India)
5840,Bando India,3.7,(72 Reviews),"Gurgaon/Gurugram,Haryana + 6 more",19 years old,201-500 Employees (India),
5841,Billroth Hospita...,3.6,(72 Reviews),Private,"Chennai,Tamil Nadu + 2 more",32 years old,201-500 Employees (India)
5842,Varrsana Ispat,3.7,(72 Reviews),Public,New Delhi + 5 more,22 years old,501-1k Employees (India)
5843,Devgiri Forgings,4.1,(72 Reviews),Private,Aurangabad + 4 more,37 years old,11-50 Employees (India)
5844,Gracure Pharmace...,4.0,(72 Reviews),Private,"Delhi/NCR,Delhi + 4 more",30 years old,11-50 Employees (India)
5845,SecUR Credential...,3.2,(72 Reviews),Private,Mumbai + 8 more,21 years old,201-500 Employees (India)
5846,RadiSys,4.5,(72 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 2 more",35 years old,501-1k Employees (India)
5847,Wep Solutions In...,4.0,(72 Reviews),Public,Bangalore + 10 more,27 years old,201-500 Employees (India)
5848,Coastal Marine C...,4.0,(72 Reviews),Private,"Mira Bhayander,Maharashtra + 12 more",27 years old,501-1k Employees (India)
5849,Terralogic Softw...,3.2,(72 Reviews),Private,San Jose + 4 more,14 years old,501-1k Employees (India)
5850,optum global sol...,4.3,(72 Reviews),Hyderabad/Secunderabad + 3 more,,,
5851,Annora Pharma,3.9,(72 Reviews),Private,Sangareddy,6 years old,201-500 Employees (India)
5852,Tokai Imperial R...,4.1,(72 Reviews),Private,"Faridabad,Haryana + 7 more",17 years old,51-200 Employees (Global)
5853,RED CHIEF,3.7,(72 Reviews),Private,Gurugram + 23 more,25 years old,
5854,Altos Global Ser...,4.2,(72 Reviews),Private,Irvine + 4 more,20 years old,51-200 Employees (India)
5855,Smilax Laborator...,3.7,(72 Reviews),Hyderabad + 1 more,17 years old,201-500 Employees (Global),
5856,Coastal Marine C...,4.0,(72 Reviews),Private,"Mira Bhayander,Maharashtra + 12 more",27 years old,501-1k Employees (India)
5857,SecUR Credential...,3.2,(72 Reviews),Private,Mumbai + 8 more,21 years old,201-500 Employees (India)
5858,Maharani Innovat...,3.1,(72 Reviews),"Palwal,Haryana + 10 more",42 years old,201-500 Employees (India),
5859,Southern Railway,4.4,(72 Reviews),Chennai + 20 more,71 years old,,
5860,Frigerio Conserv...,4.3,(72 Reviews),Private,Mumbai + 9 more,157 years old,1k-5k Employees (Global)
5861,S.k Educations,4.1,(72 Reviews),Private,"Delhi/NCR,New Delhi + 10 more",23 years old,51-200 Employees (India)
5862,Srei Infrastruct...,4.1,(72 Reviews),Public,Kolkata + 24 more,37 years old,51-200 Employees (India)
5863,Weikfield Foods,3.9,(72 Reviews),Private,Pune + 19 more,66 years old,201-500 Employees (India)
5864,River Engineerin...,4.1,(72 Reviews),Private,"Greater Noida,Uttar Pradesh + 1 more",15 years old,51-200 Employees (India)
5865,Impulse,3.8,(72 Reviews),Private,Gurgaon + 10 more,40 years old,501-1k Employees (India)
5866,Tps Infrastructu...,3.6,(72 Reviews),Private,"Delhi/NCR,Delhi + 9 more",32 years old,201-500 Employees (India)
5867,Milltec Machiner...,3.9,(72 Reviews),Private,Bangalore + 8 more,34 years old,501-1k Employees (India)
5868,Roto Power Engin...,3.8,(72 Reviews),Gurgaon/Gurugram + 9 more,1-10 Employees (India),,
5869,DCM Infotech,3.3,(72 Reviews),"Gurgaon/Gurugram,Haryana + 7 more",29 years old,201-500 Employees (India),
5870,Trufedu Budgetar...,3.9,(72 Reviews),Bengaluru/Bangalore + 9 more,11-50 Employees (India),,
5871,SDP HR Solution,4.0,(72 Reviews),Private,Bharuch + 15 more,12 years old,11-50 Employees (Global)
5872,Gozocabs,4.4,(72 Reviews),Private,"Chandigarh,Union Territory Of Chandigarh + 1 more",7 years old,51-200 Employees (India)
5873,Sarva Shiksha Ab...,4.1,(71 Reviews),Private,Chandauli + 29 more,20 years old,501-1k Employees (Global)
5874,Spectrum Consult...,3.2,(71 Reviews),Private,Bangalore + 7 more,27 years old,51-200 Employees (India)
5875,Theon Pharmaceut...,3.9,(71 Reviews),Private,"Panchkula,Haryana + 6 more",15 years old,201-500 Employees (India)
5876,CIGNEX Datamatic...,4.3,(71 Reviews),Private,"Livonia,Michigan + 6 more",22 years old,201-500 Employees (India)
5877,ECE Industries,3.7,(71 Reviews),Public,"Delhi/NCR,New Delhi + 17 more",77 years old,201-500 Employees (India)
5878,Internshala,4.5,(71 Reviews),Private,"Gurgaon,Haryana + 16 more",12 years old,5k-10k Employees (India)
5879,Vayam Technologi...,3.4,(71 Reviews),Private,"Delhi/NCR,Delhi + 18 more",22 years old,501-1k Employees (India)
5880,Tupperware,4.0,(71 Reviews),Private,Orlando + 14 more,76 years old,501-1k Employees (India)
5881,Eye Q Vision,3.6,(71 Reviews),Private,"Gurgaon,Haryana + 13 more",16 years old,501-1k Employees (India)
5882,APL Logistics,3.5,(71 Reviews),Private,"Scottsdale,Arizona + 21 more",45 years old,501-1k Employees (India)
5883,CCS Computers,4.3,(71 Reviews),Private,"Delhi/NCR,New Delhi + 13 more",30 years old,51-200 Employees (India)
5884,Essel Finance,4.0,(71 Reviews),LLP,Mumbai + 15 more,10 years old,501-1k Employees (Global)
5885,Jindal India The...,3.8,(71 Reviews),Private,New Delhi + 8 more,16 years old,201-500 Employees (India)
5886,Sonovision-Aetos,3.5,(71 Reviews),Private,"Bangalore/Bengaluru,Karnataka",16 years old,51-200 Employees (Global)
5887,Eben Telecom,3.3,(71 Reviews),Private,Kochi + 4 more,27 years old,501-1k Employees (India)
5888,Krishidhan Seeds,4.1,(71 Reviews),Private,"Jalna,Maharashtra + 14 more",26 years old,1-10 Employees (India)
5889,BSR,3.6,(71 Reviews),Private,San Francisco + 15 more,30 years old,1k-5k Employees (Global)
5890,Six Construct,4.8,(71 Reviews),Dubai + 8 more,57 years old,11-50 Employees (India),
5891,Punjab & Sind Ba...,3.6,(71 Reviews),Private,New Delhi + 22 more,114 years old,5k-10k Employees (India)
5892,OM Careers,3.4,(71 Reviews),Private,Ludhiana,14 years old,11-50 Employees (India)
5893,PES Engineers,4.1,(71 Reviews),Private,Hyderabad + 8 more,41 years old,201-500 Employees (India)
5894,Code Brew Labs,3.9,(71 Reviews),Private,"Chandigarh,Haryana",9 years old,201-500 Employees (India)
5895,Anglo-French Dru...,3.7,(71 Reviews),Private,Bangalore + 13 more,99 years old,501-1k Employees (India)
5896,Hindustan Foods,3.9,(71 Reviews),Public,"Mumbai,Maharashtra + 10 more",34 years old,1k-5k Employees (India)
5897,MPPTCL,4.2,(71 Reviews),Private,Jabalpur + 14 more,21 years old,1k-5k Employees (India)
5898,Software AG,4.3,(71 Reviews),Private,"Darmstadt,Hesse + 5 more",53 years old,1k-5k Employees (India)
5899,Varindera Constr...,4.2,(71 Reviews),"New Delhi,Delhi + 9 more",38 years old,501-1k Employees (India),
5900,Neverskip,4.5,(71 Reviews),Private,Chennai + 17 more,14 years old,501-1k Employees (Global)
5901,Reliance Broadca...,4.1,(71 Reviews),"Mumbai,Maharashtra + 28 more",17 years old,1k-5k Employees (Global),
5902,ATCS,3.8,(71 Reviews),Private,Montvale + 5 more,22 years old,501-1k Employees (India)
5903,AMW Motors,3.8,(71 Reviews),Private,Mumbai + 18 more,20 years old,1k-5k Employees (Global)
5904,Jade Global,4.0,(71 Reviews),Private,"San Jose,California + 3 more",19 years old,51-200 Employees (India)
5905,Miric Biotech,2.3,(71 Reviews),Private,"Delhi/NCR,Delhi + 15 more",22 years old,201-500 Employees (Global)
5906,STJ Electronics,3.9,(71 Reviews),"Delhi/NCR,Delhi + 7 more",36 years old,51-200 Employees (India),
5907,Japfa Comfeed,4.1,(71 Reviews),Jakarta + 10 more,27 years old,51-200 Employees (India),
5908,Mirafra Technolo...,3.9,(71 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 1 more",18 years old,201-500 Employees (India)
5909,Annet Technologi...,3.6,(71 Reviews),"Dallas,Texas + 3 more",24 years old,501-1k Employees (Global),
5910,Nifco India,4.1,(71 Reviews),Hikarinooka + 3 more,12 years old,51-200 Employees (India),
5911,Anabeeb,4.3,(71 Reviews),Dammam + 5 more,39 years old,1k-5k Employees (Global),
5912,Newtronic Lifeca...,3.9,(71 Reviews),Private,Mumbai + 5 more,46 years old,201-500 Employees (India)
5913,J. M. Mhatre Inf...,4.0,(71 Reviews),Private,Navi Mumbai + 8 more,37 years old,51-200 Employees (India)
5914,Sakura Autoparts,3.8,(71 Reviews),Private,Kancheepuram + 1 more,10 years old,51-200 Employees (India)
5915,Ecole Globale In...,4.1,(71 Reviews),Dehradun + 12 more,51-200 Employees (India),,
5916,Bhavani Erectors,3.8,(71 Reviews),Private,Kerala + 14 more,37 years old,201-500 Employees (India)
5917,V.Ships,4.3,(71 Reviews),Private,Glasgow + 7 more,38 years old,51-200 Employees (India)
5918,Imperative Busin...,4.1,(71 Reviews),Private,Mumbai + 2 more,11 years old,201-500 Employees (India)
5919,Hotel Hindusthan...,3.6,(71 Reviews),Private,"Kolkata,West Bengal + 8 more",53 years old,501-1k Employees (Global)
5920,SHARON BIO MEDIC...,3.8,(71 Reviews),Public,"Mumbai,Maharashtra + 3 more",33 years old,501-1k Employees (India)
5921,Sunteck Realty,3.3,(71 Reviews),Public,"Mumbai,Maharashtra + 2 more",41 years old,51-200 Employees (India)
5922,Nando's,4.2,(71 Reviews),Private,Johannesburg + 9 more,35 years old,10k-50k Employees (Global)
5923,Ghantoot Gulf Co...,3.9,(71 Reviews),Abu Dhabi + 2 more,,,
5924,Trayee Business ...,3.3,(71 Reviews),Private,"Chennai,Tamil Nadu",19 years old,51-200 Employees (India)
5925,Overseas Health ...,2.6,(71 Reviews),Jalandhar + 24 more,28 years old,501-1k Employees (India),
5926,Orient Fashions,4.3,(71 Reviews),Private,New Delhi + 3 more,49 years old,1k-5k Employees (India)
5927,Goel Ganga Devel...,4.6,(71 Reviews),Pune,40 years old,51-200 Employees (India),
5928,Beumer Group,3.8,(71 Reviews),"Gurgaon/Gurugram,Haryana + 10 more",87 years old,51-200 Employees (India),
5929,Jewelex India,3.9,(71 Reviews),Private,"New York,New York + 2 more",56 years old,1k-5k Employees (India)
5930,Qatar Steel,4.3,(71 Reviews),Private,Doha + 5 more,48 years old,1k-5k Employees (Global)
5931,DigiVersal Consu...,3.3,(71 Reviews),Private,Noida + 1 more,7 years old,51-200 Employees (India)
5932,BANKEDGE,4.3,(71 Reviews),"Mumbai,Maharashtra + 15 more",7 years old,51-200 Employees (Global),
5933,Teamspace Financ...,4.2,(71 Reviews),Private,"Mumbai,Maharashtra + 28 more",18 years old,201-500 Employees (India)
5934,Oliva Skin and H...,4.3,(71 Reviews),Private,"Hyderabad,Telangana + 6 more",13 years old,201-500 Employees (India)
5935,Odisha Power Gen...,3.5,(71 Reviews),Public,Bhubaneswar + 3 more,38 years old,201-500 Employees (India)
5936,Vibrant Screen,4.3,(71 Reviews),Bangalore + 7 more,16 years old,51-200 Employees (India),
5937,Saifee Hospital,3.7,(71 Reviews),"Mumbai,Maharashtra",17 years old,201-500 Employees (India),
5938,Constantia Flexi...,4.2,(71 Reviews),Private,Vienna + 5 more,110 years old,501-1k Employees (India)
5939,AMW Motors,3.8,(71 Reviews),Private,Mumbai + 18 more,20 years old,1k-5k Employees (Global)
5940,Motorola Mobilit...,3.9,(71 Reviews),Private,"Chicago,Illinois + 19 more",15 years old,1k-5k Employees (India)
5941,Dhanlaxmi Bank,3.3,(71 Reviews),Public,"Thrissur/Trichur,Kerala + 20 more",95 years old,1k-5k Employees (India)
5942,Swami Rama Himal...,3.8,(71 Reviews),"Dehradun,Uttarakhand + 5 more",10 years old,1k-5k Employees (India),
5943,Imperative Busin...,4.1,(71 Reviews),Private,Mumbai + 2 more,11 years old,201-500 Employees (India)
5944,Constantia Flexi...,4.2,(71 Reviews),Private,Vienna + 5 more,110 years old,501-1k Employees (India)
5945,MPPTCL,4.2,(71 Reviews),Private,Jabalpur + 14 more,21 years old,1k-5k Employees (India)
5946,STJ Electronics,3.9,(71 Reviews),"Delhi/NCR,Delhi + 7 more",36 years old,51-200 Employees (India),
5947,DigiVersal Consu...,3.3,(71 Reviews),Private,Noida + 1 more,7 years old,51-200 Employees (India)
5948,BANKEDGE,4.3,(71 Reviews),"Mumbai,Maharashtra + 15 more",7 years old,51-200 Employees (Global),
5949,PES Engineers,4.1,(71 Reviews),Private,Hyderabad + 8 more,41 years old,201-500 Employees (India)
5950,Eye Q Vision,3.6,(71 Reviews),Private,"Gurgaon,Haryana + 13 more",16 years old,501-1k Employees (India)
5951,Theon Pharmaceut...,3.9,(71 Reviews),Private,"Panchkula,Haryana + 6 more",15 years old,201-500 Employees (India)
5952,Code Brew Labs,3.9,(71 Reviews),Private,"Chandigarh,Haryana",9 years old,201-500 Employees (India)
5953,Reliance Broadca...,4.1,(71 Reviews),"Mumbai,Maharashtra + 28 more",17 years old,1k-5k Employees (Global),
5954,ATCS,3.8,(71 Reviews),Private,Montvale + 5 more,22 years old,501-1k Employees (India)
5955,Annet Technologi...,3.6,(71 Reviews),"Dallas,Texas + 3 more",24 years old,501-1k Employees (Global),
5956,Miric Biotech,2.3,(71 Reviews),Private,"Delhi/NCR,Delhi + 15 more",22 years old,201-500 Employees (Global)
5957,Aero Club,3.8,(119 Reviews),Private,"Delhi/NCR,New Delhi + 17 more",95 years old,1k-5k Employees (India)
5958,PDVSA,4.3,(73 Reviews),Public,Caracas,144 years old,50k-1 Lakh Employees (Global)
5959,Sagitec Solution...,3.5,(70 Reviews),"Saint Paul,Minnesota + 1 more",18 years old,51-200 Employees (India),
5960,Princeware,3.4,(70 Reviews),Private,Mumbai + 16 more,44 years old,51-200 Employees (India)
5961,Metal Power Anal...,3.8,(70 Reviews),Private,"Mumbai,Maharashtra + 16 more",35 years old,51-200 Employees (India)
5962,ATC (Assam),3.4,(70 Reviews),Private,New Delhi + 21 more,70 years old,501-1k Employees (Global)
5963,Madras Medical M...,4.5,(70 Reviews),Private,"Chennai,Tamil Nadu + 2 more",40 years old,1k-5k Employees (India)
5964,Competent Automo...,3.6,(70 Reviews),Private,"Delhi/NCR,New Delhi + 9 more",37 years old,201-500 Employees (Global)
5965,Prolific Systems...,3.7,(70 Reviews),Private,"Thane,Maharashtra + 15 more",25 years old,51-200 Employees (India)
5966,NMIMS,4.2,(70 Reviews),Private,Mumbai + 10 more,41 years old,1k-5k Employees (Global)
5967,Mobileum,3.4,(70 Reviews),Private,"Cupertino,California + 2 more",22 years old,201-500 Employees (India)
5968,Numero Uno Cloth...,3.7,(70 Reviews),Private,Gurugram + 17 more,35 years old,501-1k Employees (India)
5969,ATC (Assam),3.4,(70 Reviews),Private,New Delhi + 21 more,70 years old,501-1k Employees (Global)
5970,Princeware,3.4,(70 Reviews),Private,Mumbai + 16 more,44 years old,51-200 Employees (India)
5971,Tatsuno India,3.8,(70 Reviews),Private,Mumbai + 9 more,16 years old,51-200 Employees (India)
5972,Metal Power Anal...,3.8,(70 Reviews),Private,"Mumbai,Maharashtra + 16 more",35 years old,51-200 Employees (India)
5973,Competent Automo...,3.6,(70 Reviews),Private,"Delhi/NCR,New Delhi + 9 more",37 years old,201-500 Employees (Global)
5974,Goodluck,3.8,(70 Reviews),Public,Ghaziabad + 10 more,36 years old,1k-5k Employees (India)
5975,Gem Engserv,3.9,(70 Reviews),Private,Navi Mumbai + 11 more,13 years old,51-200 Employees (India)
5976,AT&S,4.0,(70 Reviews),Private,"Mumbai,Maharashtra + 20 more",35 years old,5k-10k Employees (Global)
5977,Radhakrishna Foo...,4.3,(70 Reviews),Private,Thane + 16 more,56 years old,1k-5k Employees (India)
5978,Nagata India,4.3,(70 Reviews),Gurugram + 6 more,23 years old,51-200 Employees (India),
5979,Wingreens Farms,4.0,(70 Reviews),"Delhi,NCT + 10 more",11 years old,51-200 Employees (India),
5980,String Real Esta...,3.7,(70 Reviews),Tampa + 4 more,18 years old,,
5981,MAT Brakes,4.3,(70 Reviews),Private,New Delhi + 4 more,501-1k Employees (Global),
5982,Grassroots BPO,3.6,(70 Reviews),Private,"Bangalore/Bengaluru,Karnataka + 4 more",11 years old,51-200 Employees (India)
5983,Kingfisher Airli...,3.2,(70 Reviews),Public,"Mumbai,Maharashtra + 18 more",19 years old,5k-10k Employees (Global)
5984,Mobileum,3.4,(70 Reviews),Private,"Cupertino,California + 2 more",22 years old,201-500 Employees (India)
5985,Global Upside,3.4,(70 Reviews),Private,San Jose + 2 more,23 years old,201-500 Employees (Global)
5986,Entigrity Soluti...,4.8,(70 Reviews),New York + 2 more,,,
5987,PerkinElmer,4.1,(70 Reviews),Private,"Waltham,Massachusetts + 10 more",18 years old,201-500 Employees (India)
